id,label
100442,sea
100443,sea
100444,mountain
100445,street
100446,sea
100447,forest
100448,glacier
100449,glacier
100450,glacier
100451,glacier
100452,mountain
100453,glacier
100454,buildings
100455,forest
100456,mountain
100457,glacier
100458,sea
100459,mountain
100460,street
100461,street
100462,glacier
100463,mountain
100464,forest
100465,glacier
100466,glacier
100467,mountain
100468,forest
100469,glacier
100470,forest
100471,forest
100472,glacier
100473,buildings
100474,glacier
100475,mountain
100476,sea
100477,buildings
100478,street
100479,forest
100480,buildings
100481,forest
100482,forest
100483,forest
100484,glacier
100485,forest
100486,sea
100487,buildings
100488,sea
100489,forest
100490,buildings
100491,mountain
100492,buildings
100493,buildings
100494,forest
100495,mountain
100496,street
100497,forest
100498,glacier
100499,mountain
100500,buildings
100501,mountain
100502,sea
100503,buildings
100504,street
100505,glacier
100506,forest
100507,forest
100508,glacier
100509,buildings
100510,forest
100511,buildings
100512,street
100513,forest
100514,glacier
100515,sea
100516,sea
100517,mountain
100518,sea
100519,sea
100520,glacier
100521,glacier
100522,street
100523,mountain
100524,forest
100525,forest
100526,street
100527,glacier
100528,sea
100529,forest
100530,mountain
100531,forest
100532,mountain
100533,street
100534,mountain
100535,forest
100536,mountain
100537,sea
100538,glacier
100539,glacier
100540,street
100541,mountain
100542,forest
100543,street
100544,buildings
100545,buildings
100546,buildings
100547,buildings
100548,mountain
100549,street
100550,forest
100551,glacier
100552,sea
100553,buildings
100554,street
100555,mountain
100556,forest
100557,mountain
100558,buildings
100559,mountain
100560,street
100561,street
100562,sea
100563,mountain
100564,mountain
100565,mountain
100566,sea
100567,mountain
100568,street
100569,buildings
100570,street
100571,mountain
100572,mountain
100573,mountain
100574,buildings
100575,forest
100576,sea
100577,forest
100578,street
100579,street
100580,mountain
100581,mountain
100582,sea
100583,forest
100584,mountain
100585,forest
100586,street
100587,forest
100588,forest
100589,mountain
100590,street
100591,buildings
100592,sea
100593,buildings
100594,street
100595,sea
100596,mountain
100597,street
100598,street
100599,forest
100600,sea
100601,mountain
100602,glacier
100603,mountain
100604,glacier
100605,forest
100606,mountain
100607,forest
100608,forest
100609,buildings
100610,buildings
100611,sea
100612,forest
100613,street
100614,mountain
100615,forest
100616,forest
100617,sea
100618,mountain
100619,street
100620,forest
100621,buildings
100622,buildings
100623,street
100624,street
100625,forest
100626,sea
100627,street
100628,forest
100629,street
100630,mountain
100631,forest
100632,forest
100633,glacier
100634,glacier
100635,glacier
100636,street
100637,glacier
100638,mountain
100639,mountain
100640,mountain
100641,street
100642,mountain
100643,mountain
100644,mountain
100645,mountain
100646,sea
100647,mountain
100648,sea
100649,forest
100650,buildings
100651,sea
100652,buildings
100653,mountain
100654,mountain
100655,mountain
100656,glacier
100657,buildings
100658,street
100659,glacier
100660,mountain
100661,mountain
100662,sea
100663,sea
100664,sea
100665,glacier
100666,sea
100667,buildings
100668,buildings
100669,buildings
100670,sea
100671,buildings
100672,sea
100673,glacier
100674,buildings
100675,mountain
100676,glacier
100677,glacier
100678,forest
100679,glacier
100680,buildings
100681,buildings
100682,street
100683,mountain
100684,street
100685,glacier
100686,mountain
100687,glacier
100688,sea
100689,street
100690,glacier
100691,forest
100692,mountain
100693,glacier
100694,mountain
100695,buildings
100696,mountain
100697,forest
100698,sea
100699,glacier
100700,sea
100701,glacier
100702,mountain
100703,sea
100704,street
100705,sea
100706,forest
100707,mountain
100708,mountain
100709,street
100710,mountain
100711,street
100712,glacier
100713,street
100714,mountain
100715,sea
100716,glacier
100717,buildings
100718,buildings
100719,sea
100720,street
100721,mountain
100722,buildings
100723,mountain
100724,mountain
100725,street
100726,sea
100727,buildings
100728,forest
100729,sea
100730,street
100731,mountain
100732,buildings
100733,sea
100734,glacier
100735,street
100736,glacier
100737,sea
100738,buildings
100739,mountain
100740,sea
100741,mountain
100742,forest
100743,mountain
100744,buildings
100745,mountain
100746,sea
100747,buildings
100748,forest
100749,sea
100750,glacier
100751,mountain
100752,glacier
100753,forest
100754,forest
100755,buildings
100756,sea
100757,glacier
100758,forest
100759,sea
100760,forest
100761,forest
100762,mountain
100763,street
100764,street
100765,sea
100766,sea
100767,mountain
100768,sea
100769,glacier
100770,forest
100771,sea
100772,buildings
100773,street
100774,glacier
100775,mountain
100776,sea
100777,forest
100778,buildings
100779,sea
100780,mountain
100781,glacier
100782,glacier
100783,sea
100784,sea
100785,buildings
100786,mountain
100787,mountain
100788,buildings
100789,buildings
100790,buildings
100791,mountain
100792,mountain
100793,glacier
100794,forest
100795,forest
100796,sea
100797,street
100798,glacier
100799,mountain
100800,mountain
100801,sea
100802,forest
100803,forest
100804,forest
100805,street
100806,mountain
100807,street
100808,forest
100809,sea
100810,mountain
100811,glacier
100812,mountain
100813,glacier
100814,street
100815,mountain
100816,buildings
100817,sea
100818,sea
100819,sea
100820,buildings
100821,buildings
100822,buildings
100823,glacier
100824,buildings
100825,glacier
100826,street
100827,buildings
100828,street
100829,street
100830,glacier
100831,glacier
100832,glacier
100833,buildings
100834,glacier
100835,street
100836,street
100837,buildings
100838,mountain
100839,street
100840,forest
100841,forest
100842,mountain
100843,mountain
100844,buildings
100845,forest
100846,street
100847,sea
100848,sea
100849,buildings
100850,glacier
100851,buildings
100852,sea
100853,forest
100854,street
100855,street
100856,buildings
100857,glacier
100858,street
100859,buildings
100860,street
100861,sea
100862,sea
100863,forest
100864,buildings
100865,buildings
100866,glacier
100867,glacier
100868,glacier
100869,buildings
100870,mountain
100871,glacier
100872,mountain
100873,mountain
100874,forest
100875,buildings
100876,mountain
100877,street
100878,street
100879,street
100880,forest
100881,mountain
100882,forest
100883,glacier
100884,sea
100885,mountain
100886,mountain
100887,mountain
100888,buildings
100889,buildings
100890,street
100891,forest
100892,glacier
100893,mountain
100894,street
100895,buildings
100896,buildings
100897,mountain
100898,street
100899,mountain
100900,buildings
100901,sea
100902,sea
100903,glacier
100904,street
100905,forest
100906,forest
100907,forest
100908,sea
100909,glacier
100910,street
100911,forest
100912,buildings
100913,street
100914,forest
100915,sea
100916,glacier
100917,buildings
100918,street
100919,mountain
100920,street
100921,buildings
100922,street
100923,buildings
100924,forest
100925,mountain
100926,forest
100927,street
100928,glacier
100929,glacier
100930,forest
100931,mountain
100932,forest
100933,glacier
100934,buildings
100935,mountain
100936,glacier
100937,street
100938,street
100939,forest
100940,mountain
100941,glacier
100942,forest
100943,glacier
100944,forest
100945,street
100946,mountain
100947,sea
100948,buildings
100949,glacier
100950,sea
100951,street
100952,sea
100953,street
100954,mountain
100955,buildings
100956,sea
100957,buildings
100958,glacier
100959,glacier
100960,street
100961,street
100962,forest
100963,sea
100964,sea
100965,buildings
100966,street
100967,street
100968,mountain
100969,buildings
100970,mountain
100971,forest
100972,mountain
100973,street
100974,sea
100975,street
100976,street
100977,forest
100978,glacier
100979,buildings
100980,forest
100981,street
100982,street
100983,forest
100984,street
100985,street
100986,mountain
100987,glacier
100988,street
100989,mountain
100990,mountain
100991,mountain
100992,mountain
100993,sea
100994,forest
100995,sea
100996,sea
100997,mountain
100998,mountain
100999,buildings
101000,forest
101001,forest
101002,forest
101003,glacier
101004,street
101005,street
101006,street
101007,street
101008,street
101009,glacier
101010,mountain
101011,sea
101012,mountain
101013,glacier
101014,mountain
101015,buildings
101016,street
101017,mountain
101018,glacier
101019,buildings
101020,sea
101021,sea
101022,buildings
101023,forest
101024,glacier
101025,glacier
101026,mountain
101027,buildings
101028,mountain
101029,forest
101030,mountain
101031,sea
101032,street
101033,sea
101034,buildings
101035,street
101036,forest
101037,sea
101038,forest
101039,street
101040,mountain
101041,mountain
101042,street
101043,street
101044,street
101045,glacier
101046,forest
101047,mountain
101048,glacier
101049,street
101050,buildings
101051,glacier
101052,sea
101053,sea
101054,glacier
101055,street
101056,buildings
101057,mountain
101058,forest
101059,sea
101060,street
101061,street
101062,street
101063,mountain
101064,mountain
101065,mountain
101066,street
101067,forest
101068,mountain
101069,forest
101070,mountain
101071,street
101072,street
101073,sea
101074,mountain
101075,sea
101076,glacier
101077,sea
101078,sea
101079,street
101080,glacier
101081,buildings
101082,mountain
101083,mountain
101084,mountain
101085,mountain
101086,street
101087,mountain
101088,sea
101089,street
101090,street
101091,mountain
101092,glacier
101093,forest
101094,buildings
101095,forest
101096,buildings
101097,street
101098,mountain
101099,street
101100,street
101101,buildings
101102,forest
101103,buildings
101104,buildings
101105,street
101106,glacier
101107,forest
101108,glacier
101109,mountain
101110,mountain
101111,forest
101112,sea
101113,glacier
101114,glacier
101115,buildings
101116,sea
101117,street
101118,sea
101119,forest
101120,glacier
101121,mountain
101122,sea
101123,mountain
101124,sea
101125,mountain
101126,forest
101127,buildings
101128,buildings
101129,glacier
101130,mountain
101131,sea
101132,buildings
101133,forest
101134,buildings
101135,sea
101136,street
101137,buildings
101138,street
101139,mountain
101140,mountain
101141,sea
101142,mountain
101143,glacier
101144,mountain
101145,mountain
101146,glacier
101147,glacier
101148,glacier
101149,street
101150,glacier
101151,forest
101152,forest
101153,street
101154,glacier
101155,mountain
101156,street
101157,forest
101158,buildings
101159,glacier
101160,glacier
101161,buildings
101162,mountain
101163,glacier
101164,street
101165,forest
101166,street
101167,buildings
101168,forest
101169,sea
101170,forest
101171,forest
101172,buildings
101173,street
101174,mountain
101175,glacier
101176,forest
101177,forest
101178,glacier
101179,street
101180,forest
101181,street
101182,glacier
101183,mountain
101184,buildings
101185,buildings
101186,street
101187,forest
101188,sea
101189,forest
101190,street
101191,forest
101192,buildings
101193,street
101194,forest
101195,buildings
101196,mountain
101197,buildings
101198,street
101199,street
101200,sea
101201,glacier
101202,glacier
101203,glacier
101204,sea
101205,buildings
101206,sea
101207,glacier
101208,sea
101209,forest
101210,forest
101211,mountain
101212,sea
101213,glacier
101214,mountain
101215,glacier
101216,mountain
101217,buildings
101218,forest
101219,street
101220,sea
101221,glacier
101222,forest
101223,buildings
101224,sea
101225,mountain
101226,mountain
101227,forest
101228,sea
101229,mountain
101230,sea
101231,mountain
101232,mountain
101233,mountain
101234,sea
101235,forest
101236,glacier
101237,sea
101238,glacier
101239,forest
101240,mountain
101241,mountain
101242,mountain
101243,mountain
101244,street
101245,street
101246,mountain
101247,forest
101248,mountain
101249,forest
101250,forest
101251,mountain
101252,buildings
101253,buildings
101254,street
101255,street
101256,mountain
101257,sea
101258,mountain
101259,street
101260,sea
101261,sea
101262,street
101263,sea
101264,forest
101265,mountain
101266,mountain
101267,mountain
101268,buildings
101269,forest
101270,street
101271,street
101272,glacier
101273,glacier
101274,buildings
101275,sea
101276,street
101277,forest
101278,forest
101279,glacier
101280,street
101281,sea
101282,forest
101283,forest
101284,buildings
101285,street
101286,buildings
101287,buildings
101288,glacier
101289,street
101290,glacier
101291,sea
101292,street
101293,buildings
101294,street
101295,street
101296,sea
101297,mountain
101298,buildings
101299,mountain
101300,sea
101301,sea
101302,street
101303,buildings
101304,glacier
101305,buildings
101306,buildings
101307,glacier
101308,glacier
101309,street
101310,glacier
101311,mountain
101312,street
101313,mountain
101314,mountain
101315,mountain
101316,glacier
101317,glacier
101318,buildings
101319,glacier
101320,forest
101321,buildings
101322,street
101323,mountain
101324,mountain
101325,buildings
101326,buildings
101327,street
101328,forest
101329,sea
101330,street
101331,sea
101332,street
101333,street
101334,mountain
101335,street
101336,sea
101337,forest
101338,mountain
101339,street
101340,street
101341,mountain
101342,forest
101343,buildings
101344,forest
101345,forest
101346,buildings
101347,street
101348,buildings
101349,mountain
101350,street
101351,buildings
101352,sea
101353,buildings
101354,forest
101355,street
101356,glacier
101357,buildings
101358,glacier
101359,street
101360,buildings
101361,forest
101362,buildings
101363,mountain
101364,mountain
101365,mountain
101366,sea
101367,glacier
101368,buildings
101369,mountain
101370,glacier
101371,forest
101372,forest
101373,buildings
101374,mountain
101375,mountain
101376,street
101377,glacier
101378,buildings
101379,mountain
101380,glacier
101381,forest
101382,forest
101383,buildings
101384,sea
101385,sea
101386,sea
101387,buildings
101388,forest
101389,sea
101390,glacier
101391,mountain
101392,glacier
101393,glacier
101394,mountain
101395,street
101396,forest
101397,street
101398,forest
101399,buildings
101400,street
101401,sea
101402,buildings
101403,street
101404,glacier
101405,forest
101406,sea
101407,street
101408,street
101409,street
101410,buildings
101411,sea
101412,forest
101413,forest
101414,sea
101415,glacier
101416,street
101417,forest
101418,glacier
101419,buildings
101420,glacier
101421,street
101422,mountain
101423,glacier
101424,glacier
101425,forest
101426,street
101427,street
101428,sea
101429,buildings
101430,forest
101431,street
101432,buildings
101433,street
101434,sea
101435,mountain
101436,mountain
101437,street
101438,mountain
101439,forest
101440,buildings
101441,glacier
101442,forest
101443,glacier
101444,buildings
101445,glacier
101446,forest
101447,mountain
101448,mountain
101449,forest
101450,forest
101451,forest
101452,street
101453,glacier
101454,buildings
101455,glacier
101456,street
101457,buildings
101458,sea
101459,sea
101460,sea
101461,forest
101462,mountain
101463,buildings
101464,street
101465,forest
101466,forest
101467,glacier
101468,forest
101469,mountain
101470,forest
101471,forest
101472,buildings
101473,glacier
101474,sea
101475,buildings
101476,glacier
101477,forest
101478,glacier
101479,forest
101480,mountain
101481,street
101482,forest
101483,buildings
101484,forest
101485,buildings
101486,mountain
101487,street
101488,sea
101489,street
101490,mountain
101491,forest
101492,glacier
101493,buildings
101494,forest
101495,street
101496,forest
101497,glacier
101498,forest
101499,sea
101500,glacier
101501,buildings
101502,sea
101503,forest
101504,forest
101505,sea
101506,sea
101507,glacier
101508,street
101509,sea
101510,street
101511,buildings
101512,mountain
101513,buildings
101514,buildings
101515,glacier
101516,forest
101517,street
101518,sea
101519,mountain
101520,forest
101521,buildings
101522,forest
101523,mountain
101524,sea
101525,sea
101526,sea
101527,buildings
101528,glacier
101529,street
101530,buildings
101531,mountain
101532,forest
101533,mountain
101534,glacier
101535,mountain
101536,glacier
101537,forest
101538,forest
101539,sea
101540,forest
101541,street
101542,mountain
101543,mountain
101544,forest
101545,buildings
101546,forest
101547,street
101548,mountain
101549,forest
101550,street
101551,mountain
101552,forest
101553,forest
101554,sea
101555,glacier
101556,glacier
101557,street
101558,glacier
101559,street
101560,street
101561,forest
101562,mountain
101563,forest
101564,forest
101565,street
101566,mountain
101567,glacier
101568,mountain
101569,street
101570,glacier
101571,mountain
101572,buildings
101573,glacier
101574,mountain
101575,street
101576,forest
101577,glacier
101578,street
101579,buildings
101580,street
101581,mountain
101582,glacier
101583,sea
101584,sea
101585,mountain
101586,glacier
101587,mountain
101588,street
101589,street
101590,street
101591,mountain
101592,sea
101593,buildings
101594,sea
101595,buildings
101596,buildings
101597,forest
101598,buildings
101599,glacier
101600,mountain
101601,sea
101602,street
101603,forest
101604,glacier
101605,buildings
101606,mountain
101607,street
101608,mountain
101609,mountain
101610,sea
101611,sea
101612,mountain
101613,sea
101614,street
101615,glacier
101616,buildings
101617,buildings
101618,sea
101619,sea
101620,mountain
101621,street
101622,glacier
101623,glacier
101624,street
101625,buildings
101626,glacier
101627,street
101628,buildings
101629,forest
101630,glacier
101631,forest
101632,sea
101633,buildings
101634,sea
101635,buildings
101636,glacier
101637,mountain
101638,buildings
101639,glacier
101640,mountain
101641,glacier
101642,glacier
101643,forest
101644,mountain
101645,street
101646,street
101647,glacier
101648,glacier
101649,glacier
101650,sea
101651,glacier
101652,street
101653,sea
101654,forest
101655,sea
101656,mountain
101657,mountain
101658,mountain
101659,mountain
101660,buildings
101661,mountain
101662,glacier
101663,forest
101664,buildings
101665,sea
101666,sea
101667,buildings
101668,street
101669,street
101670,glacier
101671,street
101672,street
101673,glacier
101674,sea
101675,sea
101676,street
101677,sea
101678,glacier
101679,glacier
101680,mountain
101681,forest
101682,glacier
101683,street
101684,sea
101685,street
101686,sea
101687,forest
101688,mountain
101689,mountain
101690,mountain
101691,forest
101692,mountain
101693,buildings
101694,sea
101695,mountain
101696,sea
101697,mountain
101698,mountain
101699,sea
101700,sea
101701,forest
101702,forest
101703,glacier
101704,street
101705,mountain
101706,glacier
101707,forest
101708,buildings
101709,mountain
101710,sea
101711,sea
101712,forest
101713,buildings
101714,glacier
101715,glacier
101716,street
101717,mountain
101718,glacier
101719,buildings
101720,glacier
101721,mountain
101722,street
101723,glacier
101724,glacier
101725,mountain
101726,street
101727,mountain
101728,mountain
101729,buildings
101730,buildings
101731,glacier
101732,street
101733,forest
101734,sea
101735,sea
101736,buildings
101737,mountain
101738,sea
101739,sea
101740,sea
101741,sea
101742,buildings
101743,street
101744,glacier
101745,buildings
101746,forest
101747,sea
101748,forest
101749,sea
101750,mountain
101751,forest
101752,sea
101753,street
101754,glacier
101755,glacier
101756,mountain
101757,glacier
101758,buildings
101759,mountain
101760,forest
101761,glacier
101762,buildings
101763,street
101764,street
101765,forest
101766,mountain
101767,glacier
101768,glacier
101769,mountain
101770,buildings
101771,glacier
101772,forest
101773,street
101774,mountain
101775,mountain
101776,forest
101777,sea
101778,street
101779,forest
101780,street
101781,glacier
101782,forest
101783,sea
101784,forest
101785,street
101786,glacier
101787,buildings
101788,mountain
101789,mountain
101790,sea
101791,street
101792,street
101793,mountain
101794,sea
101795,glacier
101796,buildings
101797,mountain
101798,sea
101799,glacier
101800,sea
101801,buildings
101802,street
101803,street
101804,buildings
101805,sea
101806,glacier
101807,glacier
101808,sea
101809,glacier
101810,street
101811,sea
101812,buildings
101813,glacier
101814,glacier
101815,sea
101816,mountain
101817,forest
101818,buildings
101819,buildings
101820,glacier
101821,street
101822,mountain
101823,sea
101824,sea
101825,sea
101826,mountain
101827,sea
101828,sea
101829,mountain
101830,sea
101831,glacier
101832,sea
101833,street
101834,buildings
101835,forest
101836,sea
101837,sea
101838,sea
101839,mountain
101840,glacier
101841,glacier
101842,buildings
101843,buildings
101844,forest
101845,buildings
101846,street
101847,mountain
101848,buildings
101849,buildings
101850,buildings
101851,buildings
101852,buildings
101853,street
101854,buildings
101855,forest
101856,street
101857,forest
101858,mountain
101859,forest
101860,glacier
101861,forest
101862,buildings
101863,mountain
101864,sea
101865,buildings
101866,street
101867,forest
101868,mountain
101869,mountain
101870,buildings
101871,mountain
101872,street
101873,glacier
101874,glacier
101875,mountain
101876,mountain
101877,glacier
101878,glacier
101879,glacier
101880,mountain
101881,sea
101882,street
101883,mountain
101884,forest
101885,mountain
101886,street
101887,glacier
101888,street
101889,street
101890,glacier
101891,sea
101892,forest
101893,forest
101894,street
101895,buildings
101896,glacier
101897,sea
101898,street
101899,forest
101900,mountain
101901,sea
101902,sea
101903,buildings
101904,forest
101905,mountain
101906,forest
101907,forest
101908,forest
101909,mountain
101910,buildings
101911,forest
101912,buildings
101913,sea
101914,buildings
101915,forest
101916,glacier
101917,buildings
101918,street
101919,street
101920,mountain
101921,buildings
101922,glacier
101923,glacier
101924,buildings
101925,mountain
101926,forest
101927,sea
101928,mountain
101929,buildings
101930,buildings
101931,sea
101932,forest
101933,sea
101934,buildings
101935,mountain
101936,sea
101937,street
101938,sea
101939,buildings
101940,glacier
101941,buildings
101942,street
101943,mountain
101944,buildings
101945,mountain
101946,buildings
101947,buildings
101948,buildings
101949,mountain
101950,forest
101951,sea
101952,street
101953,glacier
101954,glacier
101955,buildings
101956,sea
101957,sea
101958,glacier
101959,buildings
101960,street
101961,glacier
101962,mountain
101963,mountain
101964,buildings
101965,glacier
101966,glacier
101967,glacier
101968,glacier
101969,street
101970,buildings
101971,buildings
101972,forest
101973,sea
101974,forest
101975,glacier
101976,forest
101977,sea
101978,street
101979,sea
101980,sea
101981,street
101982,forest
101983,mountain
101984,forest
101985,buildings
101986,mountain
101987,street
101988,forest
101989,glacier
101990,street
101991,glacier
101992,street
101993,sea
101994,sea
101995,buildings
101996,sea
101997,street
101998,glacier
101999,forest
102000,sea
102001,street
102002,mountain
102003,mountain
102004,buildings
102005,glacier
102006,glacier
102007,street
102008,forest
102009,forest
102010,mountain
102011,sea
102012,glacier
102013,forest
102014,buildings
102015,mountain
102016,street
102017,glacier
102018,forest
102019,glacier
102020,forest
102021,street
102022,mountain
102023,forest
102024,street
102025,street
102026,mountain
102027,buildings
102028,mountain
102029,buildings
102030,street
102031,glacier
102032,street
102033,glacier
102034,sea
102035,glacier
102036,street
102037,sea
102038,buildings
102039,mountain
102040,sea
102041,mountain
102042,glacier
102043,forest
102044,sea
102045,mountain
102046,street
102047,forest
102048,forest
102049,glacier
102050,street
102051,glacier
102052,buildings
102053,buildings
102054,mountain
102055,sea
102056,mountain
102057,street
102058,buildings
102059,sea
102060,mountain
102061,mountain
102062,glacier
102063,buildings
102064,sea
102065,buildings
102066,glacier
102067,street
102068,street
102069,forest
102070,buildings
102071,buildings
102072,forest
102073,mountain
102074,street
102075,buildings
102076,buildings
102077,mountain
102078,buildings
102079,forest
102080,sea
102081,buildings
102082,street
102083,street
102084,sea
102085,sea
102086,glacier
102087,street
102088,forest
102089,street
102090,forest
102091,mountain
102092,buildings
102093,street
102094,mountain
102095,glacier
102096,sea
102097,glacier
102098,forest
102099,sea
102100,forest
102101,street
102102,sea
102103,mountain
102104,sea
102105,mountain
102106,forest
102107,glacier
102108,glacier
102109,street
102110,sea
102111,sea
102112,forest
102113,sea
102114,street
102115,mountain
102116,street
102117,mountain
102118,street
102119,forest
102120,sea
102121,forest
102122,forest
102123,forest
102124,sea
102125,sea
102126,sea
102127,forest
102128,street
102129,mountain
102130,mountain
102131,glacier
102132,forest
102133,forest
102134,sea
102135,sea
102136,street
102137,street
102138,mountain
102139,sea
102140,sea
102141,glacier
102142,glacier
102143,mountain
102144,forest
102145,forest
102146,buildings
102147,mountain
102148,glacier
102149,street
102150,buildings
102151,buildings
102152,glacier
102153,street
102154,mountain
102155,glacier
102156,forest
102157,glacier
102158,mountain
102159,street
102160,mountain
102161,sea
102162,glacier
102163,street
102164,forest
102165,street
102166,buildings
102167,mountain
102168,glacier
102169,mountain
102170,sea
102171,forest
102172,sea
102173,sea
102174,street
102175,buildings
102176,street
102177,street
102178,glacier
102179,mountain
102180,sea
102181,sea
102182,buildings
102183,forest
102184,buildings
102185,sea
102186,glacier
102187,forest
102188,street
102189,sea
102190,buildings
102191,forest
102192,buildings
102193,street
102194,street
102195,street
102196,forest
102197,street
102198,mountain
102199,glacier
102200,buildings
102201,buildings
102202,sea
102203,forest
102204,forest
102205,sea
102206,buildings
