주문번호,주문일,회원등급,카테고리,수량,가격,단가,쿠폰사용,주문금액,총할인율,할인금액,배송비,최종결제금액,주문규모,월
ORD77,2024-01-17,일반,의류,2.0,99000,99000,False,198000.0,0,0.0,0,198000.0,중형,1
ORD78,2024-01-13,실버,의류,2.0,5000,5000,True,10000.0,8,800.0,3000,12200.0,소형,1
ORD79,2024-04-03,일반,의류,2.0,5000,5000,False,10000.0,0,0.0,3000,13000.0,소형,4
ORD80,2024-04-17,일반,뷰티,2.0,12000,12000,False,24000.0,0,0.0,3000,27000.0,소형,4
ORD81,2024-05-17,골드,식품,3.0,99000,99000,False,297000.0,5,14850.0,0,282150.0,대형,5
ORD82,2024-03-17,VIP,의류,2.0,99000,99000,False,198000.0,10,19800.0,0,178200.0,중형,3
ORD83,2024-03-08,일반,가전,1.0,12000,12000,False,12000.0,0,0.0,3000,15000.0,소형,3
ORD84,2024-04-20,일반,의류,5.0,25000,25000,False,125000.0,0,0.0,0,125000.0,중형,4
ORD85,2024-05-22,VIP,도서,1.0,99000,99000,False,99000.0,10,9900.0,0,89100.0,중형,5
ORD86,2024-05-04,일반,가전,1.0,5000,5000,True,5000.0,5,250.0,3000,7750.0,소형,5
ORD87,2024-01-21,일반,식품,5.0,48000,48000,False,240000.0,0,0.0,0,240000.0,대형,1
ORD88,2024-02-23,실버,의류,1.0,12000,12000,False,12000.0,3,360.0,3000,14640.0,소형,2
ORD89,2024-05-23,골드,식품,5.0,12000,12000,False,60000.0,5,3000.0,0,57000.0,중형,5
ORD90,2024-02-29,골드,식품,1.0,5000,5000,True,5000.0,10,500.0,3000,7500.0,소형,2
ORD91,2024-02-05,실버,식품,2.0,12000,12000,True,24000.0,8,1920.0,3000,25080.0,소형,2
ORD92,2024-02-18,일반,도서,2.0,25000,25000,False,50000.0,0,0.0,0,50000.0,중형,2
ORD93,2024-01-05,골드,도서,5.0,48000,48000,False,240000.0,5,12000.0,0,228000.0,대형,1
ORD94,2024-02-13,골드,도서,5.0,12000,12000,True,60000.0,10,6000.0,0,54000.0,중형,2
ORD95,2024-02-24,골드,가전,2.0,25000,25000,False,50000.0,5,2500.0,0,47500.0,소형,2
ORD96,2024-02-13,실버,식품,5.0,5000,5000,True,25000.0,8,2000.0,3000,26000.0,소형,2
ORD97,2024-06-27,일반,뷰티,2.0,5000,5000,True,10000.0,5,500.0,3000,12500.0,소형,6
ORD98,2024-02-09,일반,식품,1.0,25000,25000,False,25000.0,0,0.0,3000,28000.0,소형,2
ORD99,2024-05-11,일반,도서,1.0,99000,99000,False,99000.0,0,0.0,0,99000.0,중형,5
ORD100,2024-06-06,실버,식품,1.0,5000,5000,True,5000.0,8,400.0,3000,7600.0,소형,6
ORD101,2024-05-20,골드,가전,1.0,25000,25000,True,25000.0,10,2500.0,3000,25500.0,소형,5
ORD102,2024-03-20,일반,가전,1.0,25000,25000,False,25000.0,0,0.0,3000,28000.0,소형,3
ORD103,2024-01-30,실버,식품,5.0,5000,5000,True,25000.0,8,2000.0,3000,26000.0,소형,1
ORD104,2024-05-16,일반,의류,4.0,12000,12000,False,48000.0,0,0.0,0,48000.0,소형,5
ORD105,2024-02-24,골드,뷰티,5.0,48000,48000,False,240000.0,5,12000.0,0,228000.0,대형,2
ORD106,2024-06-15,일반,뷰티,5.0,12000,12000,False,60000.0,0,0.0,0,60000.0,중형,6
ORD107,2024-04-27,일반,의류,5.0,5000,5000,True,25000.0,5,1250.0,3000,26750.0,소형,4
ORD108,2024-05-29,일반,뷰티,5.0,5000,5000,False,25000.0,0,0.0,3000,28000.0,소형,5
ORD109,2024-02-14,일반,의류,2.0,12000,12000,False,24000.0,0,0.0,3000,27000.0,소형,2
ORD110,2024-05-15,VIP,가전,4.0,12000,12000,False,48000.0,10,4800.0,0,43200.0,소형,5
ORD111,2024-04-10,일반,식품,1.0,5000,5000,False,5000.0,0,0.0,3000,8000.0,소형,4
ORD112,2024-06-18,골드,의류,1.0,25000,25000,False,25000.0,5,1250.0,3000,26750.0,소형,6
ORD113,2024-01-30,실버,가전,3.0,99000,99000,False,297000.0,3,8910.0,0,288090.0,대형,1
ORD114,2024-01-27,일반,도서,3.0,48000,48000,False,144000.0,0,0.0,0,144000.0,중형,1
ORD115,2024-03-05,골드,식품,4.0,25000,25000,True,100000.0,10,10000.0,0,90000.0,중형,3
ORD116,2024-01-13,일반,식품,2.0,12000,12000,False,24000.0,0,0.0,3000,27000.0,소형,1
ORD117,2024-05-14,골드,의류,3.0,48000,48000,False,144000.0,5,7200.0,0,136800.0,중형,5
ORD118,2024-06-11,일반,의류,2.0,99000,99000,True,198000.0,5,9900.0,0,188100.0,중형,6
ORD119,2024-04-16,실버,식품,3.0,5000,5000,True,15000.0,8,1200.0,3000,16800.0,소형,4
ORD120,2024-04-20,일반,식품,4.0,48000,48000,True,192000.0,5,9600.0,0,182400.0,중형,4
ORD121,2024-04-26,일반,의류,5.0,48000,48000,False,240000.0,0,0.0,0,240000.0,대형,4
ORD122,2024-04-03,VIP,의류,4.0,48000,48000,True,192000.0,15,28800.0,0,163200.0,중형,4
ORD123,2024-01-18,일반,뷰티,4.0,48000,48000,False,192000.0,0,0.0,0,192000.0,중형,1
ORD124,2024-01-06,실버,식품,1.0,48000,48000,False,48000.0,3,1440.0,0,46560.0,소형,1
ORD125,2024-03-20,실버,가전,4.0,99000,99000,False,396000.0,3,11880.0,0,384120.0,대형,3
ORD126,2024-02-19,일반,가전,1.0,12000,12000,False,12000.0,0,0.0,3000,15000.0,소형,2
ORD127,2024-03-17,골드,의류,5.0,25000,25000,False,125000.0,5,6250.0,0,118750.0,중형,3
ORD128,2024-04-15,VIP,도서,1.0,48000,48000,False,48000.0,10,4800.0,0,43200.0,소형,4
ORD129,2024-06-24,일반,가전,1.0,12000,12000,True,12000.0,5,600.0,3000,14400.0,소형,6
ORD130,2024-06-14,실버,도서,1.0,99000,99000,False,99000.0,3,2970.0,0,96030.0,중형,6
ORD131,2024-03-28,일반,가전,1.0,99000,99000,True,99000.0,5,4950.0,0,94050.0,중형,3
ORD132,2024-05-29,실버,식품,4.0,99000,99000,False,396000.0,3,11880.0,0,384120.0,대형,5
ORD133,2024-01-05,일반,식품,3.0,25000,25000,False,75000.0,0,0.0,0,75000.0,중형,1
ORD134,2024-03-17,실버,도서,3.0,99000,99000,False,297000.0,3,8910.0,0,288090.0,대형,3
ORD135,2024-03-16,골드,식품,2.0,5000,5000,False,10000.0,5,500.0,3000,12500.0,소형,3
ORD136,2024-01-07,실버,도서,5.0,48000,48000,False,240000.0,3,7200.0,0,232800.0,대형,1
ORD137,2024-04-30,일반,의류,2.0,99000,99000,False,198000.0,0,0.0,0,198000.0,중형,4
ORD138,2024-03-26,골드,가전,3.0,5000,5000,False,15000.0,5,750.0,3000,17250.0,소형,3
ORD139,2024-06-07,일반,도서,2.0,25000,25000,True,50000.0,5,2500.0,0,47500.0,소형,6
ORD140,2024-04-17,골드,가전,5.0,25000,25000,False,125000.0,5,6250.0,0,118750.0,중형,4
ORD141,2024-02-26,일반,가전,3.0,5000,5000,False,15000.0,0,0.0,3000,18000.0,소형,2
ORD142,2024-02-21,일반,가전,1.0,25000,25000,False,25000.0,0,0.0,3000,28000.0,소형,2
ORD143,2024-05-01,실버,의류,3.0,25000,25000,False,75000.0,3,2250.0,0,72750.0,중형,5
ORD144,2024-05-20,골드,가전,2.0,5000,5000,False,10000.0,5,500.0,3000,12500.0,소형,5
ORD145,2024-03-17,실버,의류,1.0,48000,48000,False,48000.0,3,1440.0,0,46560.0,소형,3
ORD146,2024-04-19,VIP,가전,3.0,25000,25000,True,75000.0,15,11250.0,0,63750.0,중형,4
ORD147,2024-06-13,일반,가전,1.0,12000,12000,False,12000.0,0,0.0,3000,15000.0,소형,6
ORD148,2024-03-26,일반,식품,1.0,99000,99000,False,99000.0,0,0.0,0,99000.0,중형,3
ORD149,2024-02-11,일반,뷰티,2.0,25000,25000,False,50000.0,0,0.0,0,50000.0,중형,2
ORD150,2024-05-23,실버,식품,5.0,12000,12000,True,60000.0,8,4800.0,0,55200.0,중형,5
ORD151,2024-02-13,일반,식품,3.0,12000,12000,False,36000.0,0,0.0,0,36000.0,소형,2
ORD152,2024-02-29,일반,식품,3.0,99000,99000,False,297000.0,0,0.0,0,297000.0,대형,2
ORD153,2024-03-23,일반,의류,2.0,12000,12000,False,24000.0,0,0.0,3000,27000.0,소형,3
ORD154,2024-03-04,일반,의류,4.0,12000,12000,True,48000.0,5,2400.0,0,45600.0,소형,3
ORD155,2024-06-05,일반,가전,3.0,48000,48000,False,144000.0,0,0.0,0,144000.0,중형,6
ORD156,2024-05-24,일반,식품,2.0,48000,48000,False,96000.0,0,0.0,0,96000.0,중형,5
ORD157,2024-05-13,일반,의류,4.0,5000,5000,False,20000.0,0,0.0,3000,23000.0,소형,5
ORD158,2024-02-05,일반,도서,1.0,25000,25000,True,25000.0,5,1250.0,3000,26750.0,소형,2
ORD159,2024-03-18,VIP,가전,4.0,25000,25000,True,100000.0,15,15000.0,0,85000.0,중형,3
ORD160,2024-02-02,일반,의류,3.0,25000,25000,True,75000.0,5,3750.0,0,71250.0,중형,2
ORD161,2024-04-27,실버,가전,1.0,48000,48000,True,48000.0,8,3840.0,0,44160.0,소형,4
ORD162,2024-06-10,실버,가전,4.0,99000,99000,False,396000.0,3,11880.0,0,384120.0,대형,6
ORD163,2024-02-15,일반,식품,2.0,25000,25000,True,50000.0,5,2500.0,0,47500.0,소형,2
ORD164,2024-06-17,일반,도서,4.0,99000,99000,False,396000.0,0,0.0,0,396000.0,대형,6
ORD165,2024-04-26,VIP,뷰티,2.0,12000,12000,False,24000.0,10,2400.0,3000,24600.0,소형,4
ORD166,2024-05-22,일반,의류,1.0,5000,5000,True,5000.0,5,250.0,3000,7750.0,소형,5
ORD167,2024-02-15,실버,식품,3.0,5000,5000,False,15000.0,3,450.0,3000,17550.0,소형,2
ORD168,2024-04-15,골드,도서,4.0,12000,12000,False,48000.0,5,2400.0,0,45600.0,소형,4
ORD169,2024-02-12,일반,식품,5.0,25000,25000,True,125000.0,5,6250.0,0,118750.0,중형,2
ORD170,2024-04-06,VIP,의류,3.0,12000,12000,False,36000.0,10,3600.0,0,32400.0,소형,4
ORD171,2024-02-04,실버,식품,5.0,99000,99000,False,495000.0,3,14850.0,0,480150.0,대형,2
ORD172,2024-04-05,실버,뷰티,3.0,99000,99000,True,297000.0,8,23760.0,0,273240.0,대형,4
ORD173,2024-04-22,실버,뷰티,1.0,12000,12000,False,12000.0,3,360.0,3000,14640.0,소형,4
ORD174,2024-05-26,일반,식품,3.0,25000,25000,True,75000.0,5,3750.0,0,71250.0,중형,5
ORD175,2024-01-10,실버,가전,1.0,12000,12000,False,12000.0,3,360.0,3000,14640.0,소형,1
ORD176,2024-01-14,일반,뷰티,5.0,25000,25000,False,125000.0,0,0.0,0,125000.0,중형,1
ORD177,2024-03-26,VIP,뷰티,5.0,25000,25000,False,125000.0,10,12500.0,0,112500.0,중형,3
ORD178,2024-06-20,실버,도서,1.0,25000,25000,False,25000.0,3,750.0,3000,27250.0,소형,6
ORD179,2024-01-02,일반,도서,3.0,48000,48000,False,144000.0,0,0.0,0,144000.0,중형,1
ORD180,2024-02-01,일반,뷰티,2.0,5000,5000,False,10000.0,0,0.0,3000,13000.0,소형,2
ORD181,2024-05-22,골드,의류,3.0,25000,25000,False,75000.0,5,3750.0,0,71250.0,중형,5
ORD182,2024-02-18,골드,의류,3.0,25000,25000,False,75000.0,5,3750.0,0,71250.0,중형,2
ORD183,2024-06-02,일반,뷰티,1.0,99000,99000,False,99000.0,0,0.0,0,99000.0,중형,6
ORD184,2024-06-10,일반,가전,2.0,5000,5000,True,10000.0,5,500.0,3000,12500.0,소형,6
ORD185,2024-03-23,일반,식품,1.0,48000,48000,True,48000.0,5,2400.0,0,45600.0,소형,3
ORD186,2024-03-05,VIP,식품,5.0,5000,5000,False,25000.0,10,2500.0,3000,25500.0,소형,3
ORD187,2024-02-28,일반,도서,5.0,5000,5000,False,25000.0,0,0.0,3000,28000.0,소형,2
ORD188,2024-01-11,골드,뷰티,1.0,25000,25000,True,25000.0,10,2500.0,3000,25500.0,소형,1
ORD189,2024-01-28,골드,가전,5.0,5000,5000,False,25000.0,5,1250.0,3000,26750.0,소형,1
ORD190,2024-06-05,일반,의류,1.0,99000,99000,False,99000.0,0,0.0,0,99000.0,중형,6
ORD191,2024-01-09,일반,도서,3.0,5000,5000,False,15000.0,0,0.0,3000,18000.0,소형,1
ORD192,2024-04-10,실버,식품,4.0,12000,12000,False,48000.0,3,1440.0,0,46560.0,소형,4
ORD193,2024-06-21,골드,뷰티,2.0,5000,5000,False,10000.0,5,500.0,3000,12500.0,소형,6
ORD194,2024-06-28,VIP,가전,3.0,48000,48000,False,144000.0,10,14400.0,0,129600.0,중형,6
ORD195,2024-02-24,VIP,의류,5.0,25000,25000,False,125000.0,10,12500.0,0,112500.0,중형,2
ORD196,2024-02-12,일반,도서,4.0,99000,99000,True,396000.0,5,19800.0,0,376200.0,대형,2
ORD197,2024-04-02,일반,도서,3.0,99000,99000,False,297000.0,0,0.0,0,297000.0,대형,4
ORD198,2024-01-08,일반,의류,1.0,48000,48000,False,48000.0,0,0.0,0,48000.0,소형,1
ORD199,2024-05-23,실버,의류,3.0,48000,48000,True,144000.0,8,11520.0,0,132480.0,중형,5
ORD200,2024-05-08,실버,도서,1.0,48000,48000,False,48000.0,3,1440.0,0,46560.0,소형,5
ORD201,2024-06-25,일반,뷰티,1.0,12000,12000,False,12000.0,0,0.0,3000,15000.0,소형,6
ORD202,2024-02-14,실버,의류,3.0,48000,48000,False,144000.0,3,4320.0,0,139680.0,중형,2
ORD203,2024-01-10,VIP,식품,4.0,12000,12000,False,48000.0,10,4800.0,0,43200.0,소형,1
ORD204,2024-02-16,VIP,뷰티,2.0,48000,48000,True,96000.0,15,14400.0,0,81600.0,중형,2
ORD205,2024-06-25,VIP,도서,3.0,12000,12000,True,36000.0,15,5400.0,0,30600.0,소형,6
ORD206,2024-05-07,VIP,도서,1.0,99000,99000,False,99000.0,10,9900.0,0,89100.0,중형,5
ORD207,2024-06-20,VIP,식품,2.0,99000,99000,False,198000.0,10,19800.0,0,178200.0,중형,6
ORD208,2024-01-06,일반,가전,5.0,5000,5000,False,25000.0,0,0.0,3000,28000.0,소형,1
ORD209,2024-05-29,VIP,뷰티,2.0,5000,5000,False,10000.0,10,1000.0,3000,12000.0,소형,5
ORD210,2024-05-24,일반,뷰티,4.0,25000,25000,False,100000.0,0,0.0,0,100000.0,중형,5
ORD211,2024-01-12,일반,식품,1.0,25000,25000,False,25000.0,0,0.0,3000,28000.0,소형,1
ORD212,2024-04-16,일반,가전,3.0,48000,48000,False,144000.0,0,0.0,0,144000.0,중형,4
ORD213,2024-06-09,VIP,도서,3.0,12000,12000,False,36000.0,10,3600.0,0,32400.0,소형,6
ORD214,2024-02-10,실버,의류,4.0,99000,99000,False,396000.0,3,11880.0,0,384120.0,대형,2
ORD215,2024-02-06,일반,뷰티,2.0,12000,12000,True,24000.0,5,1200.0,3000,25800.0,소형,2
ORD216,2024-03-10,일반,가전,5.0,99000,99000,False,495000.0,0,0.0,0,495000.0,대형,3
ORD217,2024-06-05,VIP,의류,4.0,25000,25000,False,100000.0,10,10000.0,0,90000.0,중형,6
ORD218,2024-04-17,골드,의류,1.0,5000,5000,False,5000.0,5,250.0,3000,7750.0,소형,4
ORD219,2024-04-03,일반,도서,5.0,25000,25000,False,125000.0,0,0.0,0,125000.0,중형,4
ORD220,2024-02-19,일반,의류,1.0,12000,12000,False,12000.0,0,0.0,3000,15000.0,소형,2
ORD221,2024-03-02,일반,뷰티,5.0,12000,12000,True,60000.0,5,3000.0,0,57000.0,중형,3
ORD222,2024-04-20,일반,의류,4.0,5000,5000,False,20000.0,0,0.0,3000,23000.0,소형,4
ORD223,2024-05-15,실버,도서,5.0,12000,12000,False,60000.0,3,1800.0,0,58200.0,중형,5
ORD224,2024-04-02,일반,식품,4.0,48000,48000,True,192000.0,5,9600.0,0,182400.0,중형,4
ORD225,2024-02-28,실버,가전,1.0,12000,12000,False,12000.0,3,360.0,3000,14640.0,소형,2
ORD226,2024-06-27,VIP,가전,1.0,12000,12000,True,12000.0,15,1800.0,3000,13200.0,소형,6
ORD227,2024-06-25,골드,의류,3.0,25000,25000,False,75000.0,5,3750.0,0,71250.0,중형,6
ORD228,2024-03-19,일반,뷰티,4.0,12000,12000,True,48000.0,5,2400.0,0,45600.0,소형,3
ORD229,2024-02-17,일반,뷰티,3.0,5000,5000,False,15000.0,0,0.0,3000,18000.0,소형,2
ORD230,2024-05-06,일반,뷰티,3.0,5000,5000,True,15000.0,5,750.0,3000,17250.0,소형,5
ORD231,2024-04-15,실버,뷰티,5.0,48000,48000,False,240000.0,3,7200.0,0,232800.0,대형,4
ORD232,2024-03-18,일반,식품,2.0,12000,12000,False,24000.0,0,0.0,3000,27000.0,소형,3
ORD233,2024-01-25,일반,가전,5.0,25000,25000,True,125000.0,5,6250.0,0,118750.0,중형,1
ORD234,2024-03-08,일반,뷰티,2.0,25000,25000,False,50000.0,0,0.0,0,50000.0,중형,3
ORD235,2024-05-15,일반,뷰티,1.0,12000,12000,False,12000.0,0,0.0,3000,15000.0,소형,5
ORD236,2024-02-19,골드,의류,3.0,25000,25000,False,75000.0,5,3750.0,0,71250.0,중형,2
ORD237,2024-06-09,실버,뷰티,1.0,5000,5000,False,5000.0,3,150.0,3000,7850.0,소형,6
ORD238,2024-02-03,일반,뷰티,1.0,25000,25000,False,25000.0,0,0.0,3000,28000.0,소형,2
ORD239,2024-03-16,실버,뷰티,3.0,25000,25000,False,75000.0,3,2250.0,0,72750.0,중형,3
ORD240,2024-04-01,실버,가전,1.0,48000,48000,False,48000.0,3,1440.0,0,46560.0,소형,4
ORD241,2024-03-09,실버,식품,5.0,48000,48000,True,240000.0,8,19200.0,0,220800.0,대형,3
ORD242,2024-04-05,일반,식품,4.0,99000,99000,False,396000.0,0,0.0,0,396000.0,대형,4
ORD243,2024-05-05,일반,식품,3.0,5000,5000,False,15000.0,0,0.0,3000,18000.0,소형,5
ORD244,2024-03-02,VIP,뷰티,3.0,5000,5000,True,15000.0,15,2250.0,3000,15750.0,소형,3
ORD245,2024-04-04,골드,가전,5.0,25000,25000,False,125000.0,5,6250.0,0,118750.0,중형,4
ORD246,2024-03-19,골드,식품,5.0,5000,5000,False,25000.0,5,1250.0,3000,26750.0,소형,3
ORD247,2024-04-18,일반,뷰티,2.0,5000,5000,True,10000.0,5,500.0,3000,12500.0,소형,4
ORD248,2024-06-20,실버,식품,4.0,25000,25000,False,100000.0,3,3000.0,0,97000.0,중형,6
ORD249,2024-03-17,일반,가전,3.0,99000,99000,False,297000.0,0,0.0,0,297000.0,대형,3
ORD250,2024-05-24,일반,도서,2.0,25000,25000,True,50000.0,5,2500.0,0,47500.0,소형,5
ORD251,2024-04-23,일반,도서,2.0,48000,48000,False,96000.0,0,0.0,0,96000.0,중형,4
ORD252,2024-05-02,일반,도서,5.0,48000,48000,False,240000.0,0,0.0,0,240000.0,대형,5
ORD253,2024-06-03,일반,뷰티,5.0,25000,25000,False,125000.0,0,0.0,0,125000.0,중형,6
ORD254,2024-05-04,골드,식품,5.0,12000,12000,True,60000.0,10,6000.0,0,54000.0,중형,5
ORD255,2024-04-07,실버,가전,4.0,12000,12000,True,48000.0,8,3840.0,0,44160.0,소형,4
